pinId,title,link,board,internalId,article,articleNumber,pinNumber,pinType,layout,mapped,impressions,pinClicks,outboundClicks,saves,outboundCtr,pinClickRate,saveRate
1138707087059444250,The Bedtime Routine That Stops the Zoomies,https://www.pawandsage.com/blog/how-to-tire-out-a-cat/,New Cat Parent Guide,F5,How to Tire Out a Hyper Cat,36,5,Save this / schedule,Editorial Split,true,3,2,0,0,0,0.6666666666666666,0
1138707087059444213,How to Make Your Cat's Old Toys New Again,https://www.pawandsage.com/blog/do-cats-get-bored-of-their-toys/,New Cat Parent Guide,H5,Do Cats Get Bored of Their Toys?,38,5,Save this / tip,Editorial Split,true,3,1,0,0,0,0.3333333333333333,0
1138707087059370923,Your Cat Inhales Dinner in 90 Seconds (Fix It),https://www.pawandsage.com/blog/cat-puzzle-feeder-wet-food/,Cat Owner Hacks,L4,Puzzle Feeders for Wet vs Dry Food,42,4,Emotional/relatable,Full-Bleed,true,3,2,0,0,0,0.6666666666666666,0
1138707087059219682,"Sleep Through the Night Again (Yes, Really)",https://www.pawandsage.com/blog/how-to-tire-out-a-cat/,Cat Owner Hacks,F4,How to Tire Out a Hyper Cat,36,4,Emotional/relatable,Full-Bleed,true,3,0,0,0,0,0,0
1138707087059144873,The Calming Diffuser for a Stressed or Low Cat,https://www.pawandsage.com/blog/indoor-cat-depression/,Best Cat Products,K3,Indoor Cat Depression,41,3,Product/price,Editorial Split,true,3,0,0,0,0,0,0
1138707087059144824,The $10 Lick Mat That Slows Down Wet Food,https://www.pawandsage.com/blog/cat-puzzle-feeder-wet-food/,Best Cat Products,L3,Puzzle Feeders for Wet vs Dry Food,42,3,Product/price,Editorial Split,true,3,0,0,0,0,0,0
1138707087059144782,Enrichment Gear for a One-Cat Home,https://www.pawandsage.com/blog/do-single-cats-get-lonely/,Best Cat Products,J3,Do Single Cats Get Lonely?,40,3,Product/price,Editorial Split,true,3,0,0,0,0,0,0
1138707087058792675,12 Ways to Mentally Stimulate Your Cat,https://www.pawandsage.com/blog/mental-stimulation-for-cats/,Indoor Cat Life,E2,Mental Stimulation for Cats,35,2,Listicle (save magnet),Editorial Split,true,3,0,0,0,0,0,0
1138707087055791291,New Cat Parent Guide,https://www.pawandsage.com/blog/new-kitten-checklist,New Cat Parent,,,,,,,false,3,0,0,0,0,0,0
1138707087059587650,The Wet vs Dry Puzzle Feeder Guide,https://www.pawandsage.com/blog/cat-puzzle-feeder-wet-food/,New Cat Parent Guide,L5,Puzzle Feeders for Wet vs Dry Food,42,5,Save this / guide,Editorial Split,true,2,1,0,0,0,0.5,0
1138707087055805073,7 Reasons Your Cat Stares at You,https://www.pawandsage.com/blog/why-cat-stares-at-me,Cat Owner Hacks,,,,,,,false,2,0,0,0,0,0,0
1138707087055776907,Cat Behavior Explained,https://www.pawandsage.com/blog/why-cat-knocks-things-off-tables,Cat Behavior Explained,,,,,,,false,1,0,0,0,0,0,0
1138707087055497652,Your Cat Isn't Being a Jerk. Here's What's Really Going On,https://www.pawandsage.com/blog/why-cat-knocks-things-off-tables,Indoor Cat Life,,,,,,,false,1,0,0,0,0,0,0
